OG0000060_01@Anogam|LOC5666869	XP_053677202.1	55.2	545	243	1	595	1138	1478	2022	9.03e-54	220
OG0000060_01@Anogam|LOC5666869	KFB50474.1	58.6	544	223	2	596	1138	406	948	1.90e-47	198
OG0000060_01@Anogam|LOC5666869	XP_040153041.1	97.8	93	2	0	38	130	6	98	2.17e-45	180
OG0000060_01@Anogam|LOC5666869	XP_058123168.1	64.0	472	166	3	668	1138	669	1137	9.48e-40	174
OG0000060_01@Anogam|LOC5666869	XP_058123167.1	59.5	481	188	3	675	1149	673	1152	1.23e-39	174
OG0000060_01@Anogam|LOC5666869	KFB50473.1	62.2	481	176	4	661	1138	660	1137	1.36e-37	167
OG0000060_01@Anogam|LOC5666869	XP_035785143.1	45.4	579	236	8	596	1149	598	1121	3.35e-33	153
OG0000060_01@Anogam|LOC5666869	KFB50467.1	52.4	105	50	0	731	835	556	660	1.55e-21	115
OG0000060_01@Anogam|LOC5666869	XP_050091882.1	36.6	161	98	2	981	1138	896	1055	1.82e-14	92.8
OG0000060_01@Anogam|LOC5666869	KFB50466.1	34.7	176	110	3	980	1152	924	1097	4.13e-14	91.7
OG0000060_01@Anogam|LOC5666869	XP_050091881.1	37.7	162	97	3	981	1139	896	1056	1.22e-13	90.1
OG0000060_02@Anofun|LOC125772432	XP_049300092.1	99.6	1224	0	2	1	1219	1	1224	1.53e-213	691
OG0000060_02@Anofun|LOC125772432	XP_052895906.1	97.1	1224	30	2	1	1219	1	1224	1.43e-206	644
OG0000060_02@Anofun|LOC125772432	XP_050073523.1	96.3	1223	38	2	4	1219	4	1226	9.13e-195	613
OG0000060_02@Anofun|LOC125772432	XP_035917320.1	96.6	1208	39	1	14	1219	17	1224	8.51e-185	611
OG0000060_02@Anofun|LOC125772432	XP_040151308.1	88.4	1222	139	2	1	1219	1	1222	6.47e-169	545
OG0000060_02@Anofun|LOC125772432	XP_040223829.2	88.2	1222	141	2	1	1219	1	1222	1.77e-168	544
OG0000060_02@Anofun|LOC125772432	XP_565143.3	88.2	1222	141	2	1	1219	1	1222	6.74e-168	542
OG0000060_02@Anofun|LOC125772432	EAL41884.2	88.1	1222	142	2	1	1219	1	1222	2.57e-167	541
OG0000060_02@Anofun|LOC125772432	XP_040151307.1	88.2	1220	141	2	3	1219	7	1226	1.51e-166	539
OG0000060_02@Anofun|LOC125772432	XP_041771145.1	88.1	1222	143	2	1	1219	1	1222	1.92e-166	538
OG0000060_02@Anofun|LOC125772432	XP_053674706.1	91.0	722	65	0	498	1219	449	1170	8.27e-158	535
OG0000060_02@Anofun|LOC125772432	XP_058123173.1	89.5	723	76	0	497	1219	509	1231	2.58e-153	504
OG0000060_02@Anofun|LOC125772432	KFB50458.1	88.8	722	81	0	498	1219	494	1215	1.96e-149	493
OG0000060_02@Anofun|LOC125772432	XP_035785142.1	84.5	722	112	0	498	1219	498	1219	1.99e-126	431
OG0000060_02@Anofun|LOC125772432	XP_050091880.1	79.9	457	92	0	763	1219	764	1220	4.37e-120	414
OG0000060_02@Anofun|LOC125772432	ETN67512.1	78.6	457	98	0	763	1219	763	1219	5.42e-118	408
OG0000060_02@Anofun|LOC125772432	XP_049540967.1	78.6	457	98	0	763	1219	763	1219	5.42e-118	408
OG0000060_02@Anofun|LOC125772432	XP_058053515.1	76.9	451	104	0	769	1219	765	1215	1.27e-106	376
OG0000060_02@Anofun|LOC125772432	XP_052861549.1	76.7	451	105	0	769	1219	765	1215	8.39e-106	374
OG0000060_02@Anofun|LOC125772432	KXJ79836.1	39.8	191	114	1	1017	1207	193	382	3.27e-40	166
OG0000060_02@Anofun|LOC125772432	KXJ72853.1	39.8	191	114	1	1017	1207	1003	1192	3.01e-38	170
OG0000060_02@Anofun|LOC125772432	XP_055628225.1	41.5	188	109	1	1019	1206	1005	1191	9.05e-38	168
OG0000060_02@Anofun|LOC125772432	XP_019563536.3	40.3	191	113	1	1017	1207	1003	1192	4.71e-37	166
OG0000060_02@Anofun|LOC125772432	EAT47116.1	39.3	191	115	1	1017	1207	1003	1192	9.65e-36	162
OG0000060_02@Anofun|LOC125772432	XP_001653989.2	39.2	189	114	1	1019	1207	1005	1192	2.89e-35	160
